Task ID,LLM,Success,Solution length,Spec ratio,Specification length,Language,Benchmark,Run ID
DH0097,claude-sonnet-4,0,1363,1.9036312849162011,716,dafny,humaneval,wrhmb8ym
DH0098,claude-sonnet-4,1,1428,2.337152209492635,611,dafny,humaneval,wrhmb8ym
DH0101,claude-sonnet-4,1,741,1.3303411131059246,557,dafny,humaneval,wrhmb8ym
DH0100,claude-sonnet-4,1,790,2.036082474226804,388,dafny,humaneval,wrhmb8ym
DH0103,claude-sonnet-4,1,1626,1.5111524163568772,1076,dafny,humaneval,wrhmb8ym
DH0104,claude-sonnet-4,1,1257,2.064039408866995,609,dafny,humaneval,wrhmb8ym
DH0102,claude-sonnet-4,1,2445,3.041044776119403,804,dafny,humaneval,wrhmb8ym
DH0107,claude-sonnet-4,1,736,1.3554327808471456,543,dafny,humaneval,wrhmb8ym
DH0108,claude-sonnet-4,1,1093,1.765751211631664,619,dafny,humaneval,wrhmb8ym
DH0109,claude-sonnet-4,1,2924,1.0055020632737277,2908,dafny,humaneval,wrhmb8ym
DH0105,claude-sonnet-4,0,1312,2.0596546310832027,637,dafny,humaneval,wrhmb8ym
DH0112,claude-sonnet-4,1,1112,1.4147582697201018,786,dafny,humaneval,wrhmb8ym
DH0106,claude-sonnet-4,0,2278,3.7903494176372714,601,dafny,humaneval,wrhmb8ym
DH0110,claude-sonnet-4,0,3325,1.6750629722921915,1985,dafny,humaneval,wrhmb8ym
DH0114,claude-sonnet-4,1,2523,1.8216606498194945,1385,dafny,humaneval,wrhmb8ym
DH0115,claude-sonnet-4,1,2289,1.160162189559047,1973,dafny,humaneval,wrhmb8ym
DH0111,claude-sonnet-4,0,5236,3.1946308724832213,1639,dafny,humaneval,wrhmb8ym
DH0113,claude-sonnet-4,1,2257,3.5712025316455698,632,dafny,humaneval,wrhmb8ym
DH0117,claude-sonnet-4,1,8117,1.5344045368620038,5290,dafny,humaneval,wrhmb8ym
DH0116,claude-sonnet-4,0,2148,4.5799573560767595,469,dafny,humaneval,wrhmb8ym
DH0120,claude-sonnet-4,1,1317,1.1737967914438503,1122,dafny,humaneval,wrhmb8ym
DH0118,claude-sonnet-4,0,3777,8.157667386609072,463,dafny,humaneval,wrhmb8ym
DH0123,claude-sonnet-4,1,816,1.4755877034358047,553,dafny,humaneval,wrhmb8ym
DH0124,claude-sonnet-4,1,962,1.289544235924933,746,dafny,humaneval,wrhmb8ym
DH0122,claude-sonnet-4,0,3348,7.2155172413793105,464,dafny,humaneval,wrhmb8ym
DH0126,claude-sonnet-4,1,1198,1.6102150537634408,744,dafny,humaneval,wrhmb8ym
DH0127,claude-sonnet-4,1,677,1.1245847176079735,602,dafny,humaneval,wrhmb8ym
DH0128,claude-sonnet-4,1,3202,1.4155614500442086,2262,dafny,humaneval,wrhmb8ym
DH0129,claude-sonnet-4,1,4244,1.054934128759632,4023,dafny,humaneval,wrhmb8ym
DH0130,claude-sonnet-4,1,2292,1.000873362445415,2290,dafny,humaneval,wrhmb8ym
DH0131,claude-sonnet-4,1,998,1.4277539341917025,699,dafny,humaneval,wrhmb8ym
DH0119,claude-sonnet-4,0,1750,1.8479408658922913,947,dafny,humaneval,wrhmb8ym
DH0132,claude-sonnet-4,1,2353,1.0803489439853076,2178,dafny,humaneval,wrhmb8ym
DH0133,claude-sonnet-4,1,659,1.4141630901287554,466,dafny,humaneval,wrhmb8ym
DH0135,claude-sonnet-4,1,609,1.0357142857142858,588,dafny,humaneval,wrhmb8ym
DH0125,claude-sonnet-4,0,4069,5.897101449275362,690,dafny,humaneval,wrhmb8ym
DH0136,claude-sonnet-4,1,771,1.5207100591715976,507,dafny,humaneval,wrhmb8ym
DH0137,claude-sonnet-4,1,1159,1.2543290043290043,924,dafny,humaneval,wrhmb8ym
DH0138,claude-sonnet-4,1,1981,2.3838748495788207,831,dafny,humaneval,wrhmb8ym
DH0139,claude-sonnet-4,1,1263,1.1881467544684854,1063,dafny,humaneval,wrhmb8ym
DH0140,claude-sonnet-4,1,424,1.0192307692307692,416,dafny,humaneval,wrhmb8ym
DH0141,claude-sonnet-4,1,1099,1.1123481781376519,988,dafny,humaneval,wrhmb8ym
DH0143,claude-sonnet-4,1,911,1.3496296296296297,675,dafny,humaneval,wrhmb8ym
DH0134,claude-sonnet-4,0,2278,6.987730061349693,326,dafny,humaneval,wrhmb8ym
DH0146,claude-sonnet-4,1,2187,1.0186306474149978,2147,dafny,humaneval,wrhmb8ym
DH0121,claude-sonnet-4,0,2142,3.4326923076923075,624,dafny,humaneval,wrhmb8ym
DH0147,claude-sonnet-4,1,1747,1.0730958230958232,1628,dafny,humaneval,wrhmb8ym
DH0148,claude-sonnet-4,1,2394,1.00970054829186,2371,dafny,humaneval,wrhmb8ym
DH0150,claude-sonnet-4,1,1233,1.6181102362204725,762,dafny,humaneval,wrhmb8ym
DH0145,claude-sonnet-4,0,1749,2.92964824120603,597,dafny,humaneval,wrhmb8ym
DH0152,claude-sonnet-4,1,419,1.1026315789473684,380,dafny,humaneval,wrhmb8ym
DH0153,claude-sonnet-4,1,1117,1.0108597285067873,1105,dafny,humaneval,wrhmb8ym
DH0154,claude-sonnet-4,1,1003,1.4166666666666667,708,dafny,humaneval,wrhmb8ym
DH0151,claude-sonnet-4,0,3026,3.1719077568134173,954,dafny,humaneval,wrhmb8ym
DH0156,claude-sonnet-4,1,1002,1.4500723589001447,691,dafny,humaneval,wrhmb8ym
DH0155,claude-sonnet-4,1,1979,2.1487513572204127,921,dafny,humaneval,wrhmb8ym
DH0158,claude-sonnet-4,1,867,1.2693997071742313,683,dafny,humaneval,wrhmb8ym
DH0157,claude-sonnet-4,1,2439,1.645748987854251,1482,dafny,humaneval,wrhmb8ym
DH0159,claude-sonnet-4,1,813,2.1972972972972973,370,dafny,humaneval,wrhmb8ym
DH0149,claude-sonnet-4,0,4745,4.7592778335005015,997,dafny,humaneval,wrhmb8ym
DH0160,claude-sonnet-4,1,1211,1.1286113699906803,1073,dafny,humaneval,wrhmb8ym
DH0162,claude-sonnet-4,1,626,1.1486238532110091,545,dafny,humaneval,wrhmb8ym
DH0161,claude-sonnet-4,1,1131,1.3528708133971292,836,dafny,humaneval,wrhmb8ym
DH0144,claude-sonnet-4,0,4130,1.6101364522417154,2565,dafny,humaneval,wrhmb8ym
DH0163,claude-sonnet-4,0,2721,4.929347826086956,552,dafny,humaneval,wrhmb8ym
DV0171,claude-sonnet-4,1,322,1.0031152647975077,321,dafny,verina,naotuh11
DV0155,claude-sonnet-4,1,2537,3.613960113960114,702,dafny,verina,naotuh11
DV0154,claude-sonnet-4,0,2081,2.4952038369304557,834,dafny,verina,naotuh11
DV0170,claude-sonnet-4,0,1551,1.5650857719475277,991,dafny,verina,naotuh11
DV0054,claude-sonnet-4,1,3490,3.822562979189485,913,dafny,verina,naotuh11
DV0121,claude-sonnet-4,1,703,1.48,475,dafny,verina,naotuh11
DV0116,claude-sonnet-4,1,822,1.644,500,dafny,verina,naotuh11
DV0059,claude-sonnet-4,0,2310,5.226244343891403,442,dafny,verina,naotuh11
DV0186,claude-sonnet-4,1,470,1.2566844919786095,374,dafny,verina,naotuh11
DV0117,claude-sonnet-4,1,1280,2.071197411003236,618,dafny,verina,naotuh11
DV0060,claude-sonnet-4,0,2954,4.733974358974359,624,dafny,verina,naotuh11
DV0120,claude-sonnet-4,0,3064,3.778051787916153,811,dafny,verina,naotuh11
DV0166,claude-sonnet-4,1,793,1.0012626262626263,792,dafny,verina,naotuh11
DV0015,claude-sonnet-4,0,2401,2.906779661016949,826,dafny,verina,naotuh11
DV0095,claude-sonnet-4,1,631,1.7287671232876711,365,dafny,verina,naotuh11
DV0016,claude-sonnet-4,0,2072,3.641476274165202,569,dafny,verina,naotuh11
DV0094,claude-sonnet-4,1,529,1.5114285714285713,350,dafny,verina,naotuh11
DV0083,claude-sonnet-4,1,674,2.1128526645768027,319,dafny,verina,naotuh11
DV0082,claude-sonnet-4,1,1655,2.833904109589041,584,dafny,verina,naotuh11
DV0042,claude-sonnet-4,1,748,1.3477477477477477,555,dafny,verina,naotuh11
DV0167,claude-sonnet-4,0,3431,2.6909803921568627,1275,dafny,verina,naotuh11
DV0142,claude-sonnet-4,1,726,1.423529411764706,510,dafny,verina,naotuh11
DV0143,claude-sonnet-4,1,1250,2.097315436241611,596,dafny,verina,naotuh11
DV0033,claude-sonnet-4,1,1120,3.2941176470588234,340,dafny,verina,naotuh11
DV0136,claude-sonnet-4,1,732,1.0593342981186686,691,dafny,verina,naotuh11
DV0034,claude-sonnet-4,0,3915,4.936948297604036,793,dafny,verina,naotuh11
DV0041,claude-sonnet-4,0,3883,7.452975047984645,521,dafny,verina,naotuh11
DV0088,claude-sonnet-4,1,335,1.0,335,dafny,verina,naotuh11
DV0089,claude-sonnet-4,1,788,1.845433255269321,427,dafny,verina,naotuh11
DV0076,claude-sonnet-4,1,1366,4.255451713395638,321,dafny,verina,naotuh11
DV0137,claude-sonnet-4,0,2184,2.818064516129032,775,dafny,verina,naotuh11
DV0148,claude-sonnet-4,1,541,1.3358024691358024,405,dafny,verina,naotuh11
DV0048,claude-sonnet-4,1,1612,2.4838212634822803,649,dafny,verina,naotuh11
DV0000,claude-sonnet-4,0,3524,3.1352313167259784,1124,dafny,verina,naotuh11
DV0149,claude-sonnet-4,0,2321,3.049934296977661,761,dafny,verina,naotuh11
DV0100,claude-sonnet-4,1,581,1.493573264781491,389,dafny,verina,naotuh11
DV0101,claude-sonnet-4,1,1680,3.3399602385685885,503,dafny,verina,naotuh11
DV0093,claude-sonnet-4,1,549,1.3422982885085575,409,dafny,verina,naotuh11
DV0085,claude-sonnet-4,1,668,2.3194444444444446,288,dafny,verina,naotuh11
DV0084,claude-sonnet-4,1,296,0.8996960486322189,329,dafny,verina,naotuh11
DV0032,claude-sonnet-4,1,994,2.831908831908832,351,dafny,verina,naotuh11
DV0075,claude-sonnet-4,0,4944,10.17283950617284,486,dafny,verina,naotuh11
DV0043,claude-sonnet-4,1,1449,3.659090909090909,396,dafny,verina,naotuh11
DV0160,claude-sonnet-4,0,1485,3.4375,432,dafny,verina,naotuh11
DV0145,claude-sonnet-4,1,379,1.1450151057401812,331,dafny,verina,naotuh11
DV0031,claude-sonnet-4,1,1625,5.046583850931677,322,dafny,verina,naotuh11
DV0144,claude-sonnet-4,1,712,1.0200573065902578,698,dafny,verina,naotuh11
DV0005,claude-sonnet-4,1,896,1.298550724637681,690,dafny,verina,naotuh11
DV0038,claude-sonnet-4,1,668,1.594272076372315,419,dafny,verina,naotuh11
DV0131,claude-sonnet-4,1,1187,0.9801816680429397,1211,dafny,verina,naotuh11
DV0130,claude-sonnet-4,1,380,1.0026385224274406,379,dafny,verina,naotuh11
DV0037,claude-sonnet-4,1,1332,3.571045576407507,373,dafny,verina,naotuh11
DV0047,claude-sonnet-4,0,2271,5.293706293706293,429,dafny,verina,naotuh11
DV0044,claude-sonnet-4,1,2911,3.2380422691879867,899,dafny,verina,naotuh11
DV0099,claude-sonnet-4,1,583,1.694767441860465,344,dafny,verina,naotuh11
DV0106,claude-sonnet-4,1,237,0.8116438356164384,292,dafny,verina,naotuh11
DV0069,claude-sonnet-4,1,1220,4.0,305,dafny,verina,naotuh11
DV0177,claude-sonnet-4,1,372,0.8732394366197183,426,dafny,verina,naotuh11
DV0098,claude-sonnet-4,0,667,2.545801526717557,262,dafny,verina,naotuh11
DV0176,claude-sonnet-4,1,334,0.8477157360406091,394,dafny,verina,naotuh11
DV0152,claude-sonnet-4,1,597,1.4180522565320666,421,dafny,verina,naotuh11
DV0153,claude-sonnet-4,1,573,1.4654731457800512,391,dafny,verina,naotuh11
DV0052,claude-sonnet-4,1,2048,3.813780260707635,537,dafny,verina,naotuh11
DV0065,claude-sonnet-4,0,1420,5.278810408921933,269,dafny,verina,naotuh11
DV0107,claude-sonnet-4,0,4235,2.470828471411902,1714,dafny,verina,naotuh11
DV0127,claude-sonnet-4,1,540,1.1868131868131868,455,dafny,verina,naotuh11
DV0066,claude-sonnet-4,0,2759,4.909252669039146,562,dafny,verina,naotuh11
DV0110,claude-sonnet-4,1,663,1.3783783783783783,481,dafny,verina,naotuh11
DV0058,claude-sonnet-4,1,1204,1.331858407079646,904,dafny,verina,naotuh11
DV0111,claude-sonnet-4,1,1200,1.8633540372670807,644,dafny,verina,naotuh11
DV0126,claude-sonnet-4,0,1410,2.4394463667820068,578,dafny,verina,naotuh11
DV0158,claude-sonnet-4,1,287,0.8466076696165191,339,dafny,verina,naotuh11
DV0057,claude-sonnet-4,1,2647,8.429936305732484,314,dafny,verina,naotuh11
DV0180,claude-sonnet-4,1,256,1.003921568627451,255,dafny,verina,naotuh11
DV0009,claude-sonnet-4,0,3085,3.220250521920668,958,dafny,verina,naotuh11
DV0181,claude-sonnet-4,1,266,0.9236111111111112,288,dafny,verina,naotuh11
DV0135,claude-sonnet-4,1,285,0.8284883720930233,344,dafny,verina,naotuh11
DV0073,claude-sonnet-4,1,693,1.7769230769230768,390,dafny,verina,naotuh11
DV0164,claude-sonnet-4,1,1817,2.9934102141680397,607,dafny,verina,naotuh11
DV0159,claude-sonnet-4,0,2966,4.4601503759398495,665,dafny,verina,naotuh11
DV0010,claude-sonnet-4,0,4803,6.8810888252149,698,dafny,verina,naotuh11
DV0165,claude-sonnet-4,1,540,1.381074168797954,391,dafny,verina,naotuh11
DV0097,claude-sonnet-4,1,1137,1.528225806451613,744,dafny,verina,naotuh11
DV0008,claude-sonnet-4,1,760,1.5702479338842976,484,dafny,verina,naotuh11
DV0074,claude-sonnet-4,0,3689,4.044956140350878,912,dafny,verina,naotuh11
DV0039,claude-sonnet-4,1,668,1.594272076372315,419,dafny,verina,naotuh11
DV0040,claude-sonnet-4,1,399,1.0555555555555556,378,dafny,verina,naotuh11
DV0108,claude-sonnet-4,1,1033,2.531862745098039,408,dafny,verina,naotuh11
DV0036,claude-sonnet-4,0,3084,4.982229402261712,619,dafny,verina,naotuh11
DV0179,claude-sonnet-4,1,257,0.8158730158730159,315,dafny,verina,naotuh11
DV0178,claude-sonnet-4,1,257,0.8158730158730159,315,dafny,verina,naotuh11
DV0062,claude-sonnet-4,1,579,1.1028571428571428,525,dafny,verina,naotuh11
DV0035,claude-sonnet-4,0,4027,6.157492354740061,654,dafny,verina,naotuh11
DV0061,claude-sonnet-4,1,1345,3.3541147132169575,401,dafny,verina,naotuh11
DV0122,claude-sonnet-4,1,436,1.3093093093093093,333,dafny,verina,naotuh11
DV0123,claude-sonnet-4,1,308,0.6511627906976745,473,dafny,verina,naotuh11
DV0185,claude-sonnet-4,1,580,1.5977961432506886,363,dafny,verina,naotuh11
DV0140,claude-sonnet-4,0,2183,4.3399602385685885,503,dafny,verina,naotuh11
DV0014,claude-sonnet-4,1,1768,2.8841761827079937,613,dafny,verina,naotuh11
DV0007,claude-sonnet-4,0,4246,2.916208791208791,1456,dafny,verina,naotuh11
DV0129,claude-sonnet-4,1,793,1.2936378466557912,613,dafny,verina,naotuh11
DV0013,claude-sonnet-4,0,2512,5.938534278959811,423,dafny,verina,naotuh11
DV0128,claude-sonnet-4,1,1304,3.1650485436893203,412,dafny,verina,naotuh11
DV0068,claude-sonnet-4,1,870,1.875,464,dafny,verina,naotuh11
DV0173,claude-sonnet-4,1,359,0.9397905759162304,382,dafny,verina,naotuh11
DV0172,claude-sonnet-4,1,326,0.844559585492228,386,dafny,verina,naotuh11
DV0156,claude-sonnet-4,1,321,1.0354838709677419,310,dafny,verina,naotuh11
DV0157,claude-sonnet-4,1,991,0.9677734375,1024,dafny,verina,naotuh11
DV0067,claude-sonnet-4,1,1423,2.114413075780089,673,dafny,verina,naotuh11
DV0056,claude-sonnet-4,1,1500,2.4958402662229617,601,dafny,verina,naotuh11
DV0064,claude-sonnet-4,1,626,1.538083538083538,407,dafny,verina,naotuh11
DV0125,claude-sonnet-4,1,1331,1.0293890177880898,1293,dafny,verina,naotuh11
DV0124,claude-sonnet-4,1,690,1.725,400,dafny,verina,naotuh11
DV0112,claude-sonnet-4,1,502,1.0795698924731183,465,dafny,verina,naotuh11
DV0012,claude-sonnet-4,1,1977,1.3893183415319748,1423,dafny,verina,naotuh11
DV0063,claude-sonnet-4,0,1944,2.88,675,dafny,verina,naotuh11
DV0183,claude-sonnet-4,1,897,1.8157894736842106,494,dafny,verina,naotuh11
DV0114,claude-sonnet-4,0,1917,2.688639551192146,713,dafny,verina,naotuh11
DV0182,claude-sonnet-4,1,1220,1.90625,640,dafny,verina,naotuh11
DV0079,claude-sonnet-4,1,1380,1.5610859728506787,884,dafny,verina,naotuh11
DV0174,claude-sonnet-4,1,573,1.4921875,384,dafny,verina,naotuh11
DV0011,claude-sonnet-4,0,2956,4.145862552594671,713,dafny,verina,naotuh11
DV0175,claude-sonnet-4,1,477,0.9352941176470588,510,dafny,verina,naotuh11
DV0055,claude-sonnet-4,0,7321,4.32172373081464,1694,dafny,verina,naotuh11
DV0017,claude-sonnet-4,1,742,1.022038567493113,726,dafny,verina,naotuh11
DV0188,claude-sonnet-4,1,1134,1.7886435331230284,634,dafny,verina,naotuh11
DV0151,claude-sonnet-4,1,1097,1.580691642651297,694,dafny,verina,naotuh11
DV0118,claude-sonnet-4,1,723,1.5415778251599148,469,dafny,verina,naotuh11
DV0119,claude-sonnet-4,1,831,1.6653306613226453,499,dafny,verina,naotuh11
DV0080,claude-sonnet-4,0,3261,7.6370023419203745,427,dafny,verina,naotuh11
DV0150,claude-sonnet-4,1,879,2.0206896551724136,435,dafny,verina,naotuh11
DV0018,claude-sonnet-4,0,2193,1.6525998492840994,1327,dafny,verina,naotuh11
DV0003,claude-sonnet-4,0,1577,4.332417582417582,364,dafny,verina,naotuh11
DV0050,claude-sonnet-4,0,5375,8.046407185628743,668,dafny,verina,naotuh11
DV0169,claude-sonnet-4,0,2172,2.9351351351351354,740,dafny,verina,naotuh11
DV0004,claude-sonnet-4,0,6652,6.211017740429505,1071,dafny,verina,naotuh11
DV0168,claude-sonnet-4,1,520,1.3756613756613756,378,dafny,verina,naotuh11
DV0105,claude-sonnet-4,1,511,1.1561085972850678,442,dafny,verina,naotuh11
DV0104,claude-sonnet-4,1,1648,2.075566750629723,794,dafny,verina,naotuh11
DV0086,claude-sonnet-4,1,423,1.119047619047619,378,dafny,verina,naotuh11
DV0132,claude-sonnet-4,0,2593,6.85978835978836,378,dafny,verina,naotuh11
DV0087,claude-sonnet-4,1,400,1.1560693641618498,346,dafny,verina,naotuh11
DV0091,claude-sonnet-4,1,419,1.0145278450363195,413,dafny,verina,naotuh11
DV0090,claude-sonnet-4,1,561,1.5327868852459017,366,dafny,verina,naotuh11
DV0078,claude-sonnet-4,1,1514,1.7938388625592416,844,dafny,verina,naotuh11
DV0077,claude-sonnet-4,1,1032,2.097560975609756,492,dafny,verina,naotuh11
DV0072,claude-sonnet-4,0,2375,5.497685185185185,432,dafny,verina,naotuh11
DV0163,claude-sonnet-4,1,375,0.9351620947630923,401,dafny,verina,naotuh11
DV0162,claude-sonnet-4,1,351,0.8624078624078624,407,dafny,verina,naotuh11
DV0029,claude-sonnet-4,1,950,2.90519877675841,327,dafny,verina,naotuh11
DV0138,claude-sonnet-4,1,541,1.4821917808219178,365,dafny,verina,naotuh11
DV0139,claude-sonnet-4,1,286,0.896551724137931,319,dafny,verina,naotuh11
DV0146,claude-sonnet-4,1,248,0.8131147540983606,305,dafny,verina,naotuh11
DV0147,claude-sonnet-4,1,591,1.6742209631728044,353,dafny,verina,naotuh11
DV0049,claude-sonnet-4,0,2932,5.340619307832423,549,dafny,verina,naotuh11
DV0045,claude-sonnet-4,1,2521,3.5507042253521126,710,dafny,verina,naotuh11
DV0030,claude-sonnet-4,0,4317,3.2025222551928785,1348,dafny,verina,naotuh11
DB0051,claude-sonnet-4,0,0,0.0,1068,dafny,bignum,DB_SONNET
DB0028,claude-sonnet-4,0,0,0.0,1708,dafny,bignum,DB_SONNET
DB0058,claude-sonnet-4,1,4833,7.782608695652174,621,dafny,bignum,DB_SONNET
DB0055,claude-sonnet-4,0,0,0.0,840,dafny,bignum,DB_SONNET
DB0054,claude-sonnet-4,1,2068,3.335483870967742,620,dafny,bignum,DB_SONNET
DB0029,claude-sonnet-4,0,0,0.0,1466,dafny,bignum,DB_SONNET
DB0018,claude-sonnet-4,0,0,0.0,1549,dafny,bignum,DB_SONNET
DB0056,claude-sonnet-4,0,0,0.0,1062,dafny,bignum,DB_SONNET
DB0012,claude-sonnet-4,1,6783,7.462046204620462,909,dafny,bignum,DB_SONNET
DB0025,claude-sonnet-4,0,0,0.0,2124,dafny,bignum,DB_SONNET
DB0057,claude-sonnet-4,0,0,0.0,842,dafny,bignum,DB_SONNET
DB0014,claude-sonnet-4,0,0,0.0,1549,dafny,bignum,DB_SONNET
DB0002,claude-sonnet-4,1,9910,13.650137741046832,726,dafny,bignum,DB_SONNET
DB0023,claude-sonnet-4,0,0,0.0,1886,dafny,bignum,DB_SONNET
DB0021,claude-sonnet-4,0,0,0.0,1050,dafny,bignum,DB_SONNET
DB0044,claude-sonnet-4,0,0,0.0,1246,dafny,bignum,DB_SONNET
DB0045,claude-sonnet-4,0,0,0.0,2344,dafny,bignum,DB_SONNET
DB0033,claude-sonnet-4,0,0,0.0,1270,dafny,bignum,DB_SONNET
DB0037,claude-sonnet-4,0,0,0.0,1666,dafny,bignum,DB_SONNET
DB0017,claude-sonnet-4,0,0,0.0,1329,dafny,bignum,DB_SONNET
DB0019,claude-sonnet-4,0,0,0.0,1129,dafny,bignum,DB_SONNET
DB0035,claude-sonnet-4,0,0,0.0,1288,dafny,bignum,DB_SONNET
DB0043,claude-sonnet-4,0,0,0.0,1488,dafny,bignum,DB_SONNET
DB0020,claude-sonnet-4,1,3169,7.7104622871046224,411,dafny,bignum,DB_SONNET
DB0001,claude-sonnet-4,0,0,0.0,844,dafny,bignum,DB_SONNET
DB0009,claude-sonnet-4,0,0,0.0,1404,dafny,bignum,DB_SONNET
DB0039,claude-sonnet-4,0,0,0.0,2124,dafny,bignum,DB_SONNET
DB0003,claude-sonnet-4,1,4827,5.8016826923076925,832,dafny,bignum,DB_SONNET
DB0010,claude-sonnet-4,0,0,0.0,1078,dafny,bignum,DB_SONNET
DB0006,claude-sonnet-4,0,0,0.0,950,dafny,bignum,DB_SONNET
DB0027,claude-sonnet-4,0,0,0.0,1928,dafny,bignum,DB_SONNET
DB0000,claude-sonnet-4,1,6164,9.941935483870967,620,dafny,bignum,DB_SONNET
DB0022,claude-sonnet-4,0,0,0.0,1470,dafny,bignum,DB_SONNET
DB0040,claude-sonnet-4,0,0,0.0,1904,dafny,bignum,DB_SONNET
DB0053,claude-sonnet-4,0,0,0.0,601,dafny,bignum,DB_SONNET
DB0034,claude-sonnet-4,0,0,0.0,1508,dafny,bignum,DB_SONNET
DB0041,claude-sonnet-4,0,0,0.0,1470,dafny,bignum,DB_SONNET
DB0048,claude-sonnet-4,0,0,0.0,1484,dafny,bignum,DB_SONNET
DB0059,claude-sonnet-4,0,0,0.0,657,dafny,bignum,DB_SONNET
DB0008,claude-sonnet-4,0,0,0.0,1146,dafny,bignum,DB_SONNET
DB0015,claude-sonnet-4,0,0,0.0,1769,dafny,bignum,DB_SONNET
DB0016,claude-sonnet-4,0,0,0.0,1349,dafny,bignum,DB_SONNET
DB0011,claude-sonnet-4,1,3057,3.683132530120482,830,dafny,bignum,DB_SONNET
DB0013,claude-sonnet-4,0,0,0.0,1129,dafny,bignum,DB_SONNET
DB0046,claude-sonnet-4,0,0,0.0,1466,dafny,bignum,DB_SONNET
DB0061,claude-sonnet-4,0,0,0.0,649,dafny,bignum,DB_SONNET
DB0004,claude-sonnet-4,0,0,0.0,1158,dafny,bignum,DB_SONNET
DB0024,claude-sonnet-4,0,0,0.0,2106,dafny,bignum,DB_SONNET
DB0031,claude-sonnet-4,0,0,0.0,1924,dafny,bignum,DB_SONNET
DB0042,claude-sonnet-4,0,0,0.0,1708,dafny,bignum,DB_SONNET
DB0036,claude-sonnet-4,0,0,0.0,1250,dafny,bignum,DB_SONNET
DB0049,claude-sonnet-4,0,0,0.0,1050,dafny,bignum,DB_SONNET
DB0030,claude-sonnet-4,0,0,0.0,1686,dafny,bignum,DB_SONNET
DB0052,claude-sonnet-4,1,4278,10.51105651105651,407,dafny,bignum,DB_SONNET
DB0060,claude-sonnet-4,0,0,0.0,879,dafny,bignum,DB_SONNET
DB0026,claude-sonnet-4,0,0,0.0,1690,dafny,bignum,DB_SONNET
DB0007,claude-sonnet-4,1,2733,3.3329268292682928,820,dafny,bignum,DB_SONNET
DB0005,claude-sonnet-4,0,0,0.0,1382,dafny,bignum,DB_SONNET
DB0038,claude-sonnet-4,0,0,0.0,1886,dafny,bignum,DB_SONNET
DB0047,claude-sonnet-4,0,0,0.0,1704,dafny,bignum,DB_SONNET
DB0050,claude-sonnet-4,0,0,0.0,1288,dafny,bignum,DB_SONNET
DB0032,claude-sonnet-4,0,0,0.0,1704,dafny,bignum,DB_SONNET
DG0010,claude-sonnet-4,1,512,-1,0,dafny,verified-cogen,DG_SONNET
DA0277,claude-sonnet-4,1,6120,11.229357798165138,545,dafny,apps,DA_SONNET
DA0065,claude-sonnet-4,1,2403,2.157091561938959,1114,dafny,apps,DA_SONNET
DA0507,claude-sonnet-4,1,2939,4.432880844645551,663,dafny,apps,DA_SONNET
DA0509,claude-sonnet-4,1,3328,2.9040139616055844,1146,dafny,apps,DA_SONNET
DA0459,claude-sonnet-4,1,14227,2.865458207452165,4965,dafny,apps,DA_SONNET
DA0521,claude-sonnet-4,1,2469,2.0835443037974684,1185,dafny,apps,DA_SONNET
DA0400,claude-sonnet-4,1,1916,2.0296610169491527,944,dafny,apps,DA_SONNET
DA0235,claude-sonnet-4,1,8974,9.101419878296147,986,dafny,apps,DA_SONNET
DA0432,claude-sonnet-4,1,5440,1.9114546732255797,2846,dafny,apps,DA_SONNET
DA0357,claude-sonnet-4,1,1911,1.7548209366391185,1089,dafny,apps,DA_SONNET
DA0452,claude-sonnet-4,1,2038,1.8115555555555556,1125,dafny,apps,DA_SONNET
DA0222,claude-sonnet-4,1,1890,1.3636363636363635,1386,dafny,apps,DA_SONNET
DA0027,claude-sonnet-4,1,4781,2.2237209302325582,2150,dafny,apps,DA_SONNET
DA0132,claude-sonnet-4,1,1029,1.2338129496402879,834,dafny,apps,DA_SONNET
DA0030,claude-sonnet-4,1,1978,1.8468720821662,1071,dafny,apps,DA_SONNET
DA0175,claude-sonnet-4,1,5211,2.6094141211817727,1997,dafny,apps,DA_SONNET
DA0453,claude-sonnet-4,1,2680,1.3542193026781202,1979,dafny,apps,DA_SONNET
DA0173,claude-sonnet-4,1,2267,3.2998544395924307,687,dafny,apps,DA_SONNET
DA0655,claude-sonnet-4,1,787,1.1906202723146748,661,dafny,apps,DA_SONNET
DA0587,claude-sonnet-4,1,13930,5.392953929539296,2583,dafny,apps,DA_SONNET
